,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
20,1.0,7.07578058757797e-309,1.881897657578913e-308,7.96875545901854e-309,7.344317719961384e-309,1.185491813419535e-308,9.499876817635424e-309,6.418409430268104e-309,1.3756647962296403e-308,1.200851642655297e-308,8.985170898551937e-309,1.973713887352995e-308,8.52381595383029e-309
21,0.010914185894463021,0.0637535700504219,0.0172163948474742,0.03847439470714286,0.12957554357237466,0.017922470913475045,0.016665272141929435,0.053502361074505206,0.01855637148213076,0.014027135488326544,0.014688623000409361,0.012869334538386745,0.07038861704282501
22,0.01724175791542789,0.01468665745084528,0.029817556655974103,0.02643687919160273,0.01765402863062142,0.061675556070382234,0.02977630647048362,0.013471750637617887,0.49692510369445536,0.02772142824883999,0.022484838474367535,0.02734562269741826,0.017992319531327263
23,1.2620092932893373e-308,1.0959691797191024e-308,1.664203921645097e-308,1.5789835620456877e-308,1.173847519883395e-308,1.0,3.831294972824153e-308,9.855612791796584e-309,4.617415306231776e-308,3.342122350155839e-308,2.9574456710508516e-308,1.6455173933779247e-308,1.198292443536848e-308
24,1.2522202160313667e-308,1.121785797538327e-308,1.662691332408686e-308,1.5947910512175854e-308,1.198631797667396e-308,1.0,4.10211548603019e-308,1.0015973993877706e-308,4.610457068954789e-308,3.392781971917298e-308,3.0444045149025533e-308,1.648752603394898e-308,1.225288084224099e-308
25,0.22366196149221843,0.01762712269444438,0.04642712263781966,0.020417301306978476,0.018360266158397476,0.0338627738998051,0.027820867846484514,0.015596560287846343,0.04064672340095678,0.037137439947943426,0.02521120370543173,0.09600440621467267,0.021077458079841817
26,0.028766779979706347,0.02242375270360548,0.13059205616372194,0.028635832329628373,0.026244033765140354,0.03236615793659971,0.02198568167246985,0.020809999284757276,0.04231491806088568,0.023228079520651305,0.019861470042157017,0.03039537181472926,0.033607458618986535
27,0.015134123312110039,0.01857293648746056,0.018252095606563223,0.020897781695352086,0.01829671119660166,0.055639814936872256,0.046584120700889825,0.015747382713957286,0.03198085250876894,0.032803610204661826,0.06661754307518487,0.018250510543837962,0.018176153165748176
28,0.011429603825968564,0.06447249471255824,0.017990656643460837,0.04073298712336663,0.1315351248226935,0.018814876382851495,0.017534869105915278,0.05488395702956394,0.019532211410970213,0.01473021553291355,0.01543024436767543,0.013528311374970643,0.07011235481832101
29,0.015921233117119585,0.08227051977702814,0.025991419546945442,0.0393457593043637,0.0827850642345044,0.026146771885416333,0.022036800050258733,0.0640111417651846,0.025916175583865154,0.01920318116138568,0.02021897757193377,0.0178018603356909,0.12206545870166588
30,0.01889289248623842,0.015209579472391682,0.02738152552620343,0.022431196319547413,0.01665086568496991,0.48340043510477354,0.04294228051665959,0.013754656086135682,0.08866195486330812,0.04174212414156832,0.03251207230633589,0.025230849400469123,0.017292831714008822
31,0.5730455970783049,0.015828351526940704,0.03609348587488642,0.01724724497808428,0.01611634441070851,0.026109066453414643,0.022425332288003266,0.014116408207712415,0.02950312387783686,0.028626767450918654,0.021107541630466225,0.04968677272778341,0.018565500241131194
32,0.02244277637724247,0.020760610052107636,0.02972410871585469,0.027007231554570472,0.021663446131340004,0.48878931495908273,0.07453425723170493,0.018262611956950232,0.07224015911171558,0.06140153551275409,0.05683572416632375,0.02830008414304912,0.022546773349618427
33,0.014561734870193362,0.015980971173904315,0.020560963571811832,0.017017115921958717,0.015682309898619556,0.07886179674020252,0.044650343573688744,0.0135182885760766,0.03572482242132784,0.03784693524903635,0.04244510762335337,0.016872802927615754,0.016961859999770186
34,0.023176846346384828,0.023825263016439918,0.0322793198706382,0.026795371782376922,0.02384845523957653,0.16096561209536975,0.07708026266443867,0.02037830265872486,0.0633319023555929,0.06625690780407563,0.06438021928664993,0.02749028922856327,0.02560264579527417
35,7.04871278185468e-309,1.0,9.880418522949804e-309,1.4706383771670116e-308,3.056307969125746e-308,1.0161063572333626e-308,9.726212003363504e-309,3.201291209029162e-308,9.96887844481166e-309,8.46124795238998e-309,9.11027810491941e-309,7.70002900377057e-309,3.4957842934304445e-308
36,0.016283271132739505,0.08819535070420036,0.025575083975624528,0.056235255195763785,0.32812284722520046,0.026246208095538376,0.023866691998420123,0.0872923750839249,0.027244489949909127,0.020204832004813978,0.021154707087489025,0.019108960439658564,0.10742199254799986
37,0.012576058941972168,0.3200654123775318,0.017635743757342615,0.027581520794869942,0.059179136680785546,0.018326430510744552,0.01771249048728471,0.06496363723677903,0.018002277897258553,0.01526122890898936,0.016444372361216767,0.01386007141320649,0.06028426982030349
38,1.3481890190574054e-308,1.151851611376483e-308,1.927788718763627e-308,1.645857068811698e-308,1.25367144799113e-308,1.0,3.6291456628315175e-308,1.0256227336300854e-308,6.058012758073894e-308,3.2804113096562086e-308,2.5747235449299826e-308,1.838407224767022e-308,1.298980788742595e-308
39,0.008182826524742757,0.04573281495141622,0.01285381429885297,0.028803719824845322,0.0986346466941719,0.013402285518438866,0.012440125803810471,0.039478456280756975,0.013913071553020136,0.01046048301657308,0.010948168310317833,0.009677386132870941,0.05080526489040315
40,0.01197463949530649,0.06388610584286383,0.01891732051739547,0.04240870225618562,0.3268539485909353,0.019759178405342886,0.01754446670381768,0.10293328945546905,0.02013216296588693,0.014878770350718362,0.015874871758306566,0.013794731823591736,0.07361827158538384
41,7.00789846324133e-309,2.3682487605436453e-308,1.1156334971897486e-308,3.626747063023343e-308,1.0,1.075574243860198e-308,9.401804429135923e-309,3.603998725929148e-308,1.1752384754730617e-308,8.179385073985027e-309,8.526918152644983e-309,8.267984648374337e-309,2.927957190395157e-308
42,8.260514455928e-309,1.3514146886131693e-308,1.410369322148901e-308,1.0,2.2901201134153975e-308,1.571592265954992e-308,1.198358980167912e-308,1.5910736378662834e-308,1.8987161367016106e-308,1.034529128545085e-308,1.03762459884438e-308,1.077557884360728e-308,1.693068081487938e-308
43,0.01231199582313956,0.021549328265230216,0.021583320225824175,0.5982935869615578,0.03838034400068626,0.02328193346916729,0.017809383793285498,0.025508893561923367,0.028156726992491745,0.01534249578056628,0.015363777717076161,0.015979818028742133,0.02783977197131687
44,7.894578962764772e-309,1.6278480364292097e-308,1.380649130617196e-308,1.0,4.094339982255307e-308,1.3219595354894987e-308,1.0685310837723084e-308,2.075122283875543e-308,1.5605548107681313e-308,9.330778492342067e-309,9.386444986012116e-309,9.88647578254838e-309,2.257099527339223e-308
45,7.01235476780843e-309,2.4879613447727475e-308,1.110965892904917e-308,3.4634129994697856e-308,1.0,1.0833993803672663e-308,9.508443546384977e-309,3.8360001242395564e-308,1.1756816946933087e-308,8.24197110201974e-309,8.626308406356306e-309,8.25751637901577e-309,3.0126850416967853e-308
46,8.60491319092891e-309,3.8012875647455104e-308,1.4860164216771257e-308,2.3654590446609456e-308,4.77539677203388e-308,1.258300879100932e-308,1.097121463941086e-308,3.086871216778827e-308,1.3133642170802097e-308,9.83349918198741e-309,9.69861909517736e-309,9.72904450825172e-309,1.0
47,0.008313171198362165,0.045472073643798225,0.013083346262074707,0.029751464151752068,0.10439321014050418,0.013648997602789741,0.012642149867397652,0.04045278446616763,0.014199640815525438,0.010627998888387771,0.011126231055499505,0.009846902213253256,0.050977098968379056
48,8.23292664864712e-309,1.2917517292649483e-308,1.373266278346146e-308,1.0,2.0816547895541685e-308,1.6011428775451615e-308,1.2135897945045694e-308,1.5006920121337617e-308,1.9253431110051345e-308,1.0457914658546315e-308,1.0538990192925913e-308,1.0789964821313556e-308,1.5776200418880847e-308
49,6.97918678667578e-309,2.3687235674168083e-308,1.112455107637195e-308,3.5516140374367443e-308,1.0,1.0628794880795593e-308,9.30484020224053e-309,3.6325792682420127e-308,1.1607231710894134e-308,8.111132189287176e-309,8.43093864776171e-309,8.21828088700206e-309,2.952646843836904e-308
50,1.337648377697711e-308,1.0952063359438794e-308,1.8669615204934226e-308,1.6312501449843407e-308,1.193197014500484e-308,1.0,3.290730588158372e-308,9.92646857131519e-309,5.85021101080213e-308,3.125944264153405e-308,2.513628155623956e-308,1.776249530047531e-308,1.2264042521077004e-308
51,0.020683855094249217,0.01279014854881742,0.019624013684140698,0.014574323329330724,0.012705115338925588,0.04796974812579183,0.06177176159616159,0.010966247558082195,0.03394103902678974,0.49649111914457456,0.04313949581540202,0.025452742937118286,0.013672507929485787
52,0.014359844933285926,0.26952097360980204,0.020818915770791868,0.03354714800911642,0.08130192784969868,0.02228057674022432,0.0208207701507326,0.07455560581641546,0.021898287495345992,0.017765365009037897,0.01943219883037461,0.01601854215276712,0.08155804256309056
53,6.51342373278005e-309,3.1536647380700967e-308,9.620051594639996e-309,1.812421901253201e-308,4.88138537736044e-308,9.94103713884342e-309,9.025032529216805e-309,1.0,9.923674910281144e-309,7.769904259428515e-309,8.365858456773116e-309,7.281093803822394e-309,2.648366058713691e-308
54,2.707728625856562e-308,8.15329075039598e-309,1.8864177246175496e-308,1.0712545354021964e-308,8.86026125282544e-309,1.7098849123731553e-308,1.4980151253190756e-308,7.31504768341433e-309,2.288869864939516e-308,1.903116509325086e-308,1.2442902082827685e-308,1.0,9.76529930782606e-309
55,2.6922561612882496e-308,8.11379174451561e-309,1.8694930001794444e-308,1.0664586201870166e-308,8.81733917427045e-309,1.6939536955511876e-308,1.4902701107500897e-308,7.284673913112436e-309,2.2601748967230333e-308,1.8909374903970996e-308,1.237393300977852e-308,1.0,9.713079430278607e-309
56,6.94256018240117e-309,2.2212068733831626e-308,1.092906684583552e-308,3.7577557420655597e-308,1.0,1.072965099758706e-308,9.383751438158194e-309,3.279420233665416e-308,1.1791240766342643e-308,8.145885549011354e-309,8.547560784507724e-309,8.23705858772503e-309,2.635808624948743e-308
57,1.794339466018231e-308,1.057707768016735e-308,1.0,1.3900016044057437e-308,1.226934015965087e-308,1.8098387028854103e-308,1.224763284728439e-308,9.792738313769766e-309,2.494787476555996e-308,1.3442113800696427e-308,1.070179819053906e-308,1.982520369173051e-308,1.5315411562350437e-308
58,1.8688430147364407e-308,1.028393507557046e-308,1.0,1.363722572816339e-308,1.190452138643511e-308,1.832096124587291e-308,1.2341125234988517e-308,9.53114223373314e-309,2.581760632214897e-308,1.3696142773192613e-308,1.0767363468371856e-308,2.103048444154713e-308,1.465179797121024e-308
59,8.2562267350393e-309,1.3479763013355265e-308,1.409956270995314e-308,1.0,2.2843853964911117e-308,1.567588505157119e-308,1.196212673455865e-308,1.5878706394969047e-308,1.894039383774223e-308,1.0331287878911602e-308,1.03533609677481e-308,1.0771445048148844e-308,1.6903215704020554e-308
60,0.04656064519319657,0.037619323654330156,0.3247325813720179,0.05629317716818431,0.04737078288334981,0.05324571050515331,0.03782927714535171,0.03655582210335456,0.07272042486059625,0.038981644317119445,0.03280713636824504,0.05431315191100576,0.06005858880607141
61,0.02403409907492572,0.01557373214555924,0.03693117671818789,0.022133583259016952,0.01708804125810859,0.11731103855031251,0.04103831141828829,0.014020605601664828,0.12157960315855684,0.047651803112319986,0.031159999656159013,0.0337372291321551,0.01846047077616907
62,0.11508518603397924,0.02455648520541664,0.04458783552131386,0.023939866228341742,0.023569498252523725,0.04086721566523172,0.03498897891821716,0.02097032790654017,0.0420033828096751,0.046183635668848734,0.0358133131782209,0.056820412974417124,0.02717513261756374
63,1.0,7.5560356582277e-309,1.7976751200964623e-308,8.2453983158262e-309,7.679413603340303e-309,1.345004250086231e-308,1.126238710652632e-308,6.638359811555425e-309,1.536088946316591e-308,1.490252767902952e-308,1.05725027622715e-308,2.7208892832747313e-308,8.86985046570352e-309
64,7.983816717377337e-309,1.6074706615283097e-308,1.398539804288588e-308,1.0,3.7660856005764595e-308,1.367655267918707e-308,1.0942322934867113e-308,2.0227433304448147e-308,1.620553210467347e-308,9.524652349975087e-309,9.589913030911093e-309,1.005497859040837e-308,2.191548727965755e-308
65,1.0734869648444993e-308,1.011704001276195e-308,1.168617650944861e-308,1.1338903791364627e-308,1.004648547698878e-308,3.090913268222037e-308,1.0,8.623789639147544e-309,2.035621921443347e-308,4.3322529416442e-308,3.696431290498943e-308,1.377903842806132e-308,1.0400399206632655e-308
66,0.012218317298459572,0.01515587334318261,0.015581709259892901,0.016999107693259737,0.014814908876961515,0.047416086925243114,0.041408316887418514,0.01287109235980355,0.027622947750550055,0.029919958274124525,0.06967064758074629,0.014612690735276816,0.014738452065370855
67,0.011584599081305016,0.014810980416533018,0.01481475427483524,0.0164760611868464,0.014456370546083414,0.04079193028141829,0.03554997962145357,0.012586215500712606,0.024909662308273718,0.02618891114654974,0.05851288888078455,0.01378744831424288,0.014277331066109004
68,1.0,7.054834918648936e-309,1.875336927010444e-308,7.94947316573685e-309,7.32696892110969e-309,1.176583276429652e-308,9.45440581252705e-309,6.39913805436217e-309,1.3688133539052924e-308,1.192842727230321e-308,8.93578338290907e-309,1.9805040116420364e-308,8.50271044112781e-309
69,0.41637540238878473,0.01855187960635067,0.041659384423171124,0.019623982182784157,0.01859670358285641,0.03224365510782084,0.027094672351715688,0.0161919380756211,0.0359259634389672,0.03582960542412644,0.02588487608129996,0.05795219524256677,0.021539216607574137
70,1.060637364298092e-308,1.017506136074691e-308,1.164515172189024e-308,1.1407204127671445e-308,1.0120288956308973e-308,3.062533090957384e-308,1.0,8.684259882221567e-309,2.0207413251518516e-308,4.109973358191816e-308,3.58817694956834e-308,1.3612382563977587e-308,1.04580434035879e-308
71,1.068645772572534e-308,1.027998217593102e-308,1.1816997576760226e-308,1.1585913898613414e-308,1.024227835785849e-308,3.1949945871053117e-308,1.0,8.771930379510255e-309,2.073187366739381e-308,4.145366859957876e-308,3.6691988566872995e-308,1.3754643059829206e-308,1.058479210660002e-308
72,0.012756509817555543,0.011652083850258404,0.013563646800285139,0.012930105548219354,0.01149733626393395,0.035455542451697,0.5815187203154485,0.009889494381474882,0.023594247659573506,0.05588981343413397,0.045843378471976934,0.01629792734639531,0.011941084727064954
73,1.0613981521437846e-308,1.0192500446870314e-308,1.167187206926918e-308,1.144108279159706e-308,1.0141936379603567e-308,3.0849142959088587e-308,1.0,8.700748912581203e-309,2.028996062127626e-308,4.101094306719949e-308,3.599373957190136e-308,1.3627270323403975e-308,1.0479426414015905e-308
74,0.014235568385249425,0.05591398534578787,0.023457248752435735,0.05399656817583076,0.11715563068511618,0.02592001952787937,0.02345669073051216,0.04964053798194573,0.02718049722295452,0.019240043686793242,0.020052505408081664,0.01742138446355543,0.07278291701985146
75,0.13133476874325917,0.01663447447265863,0.046038946969664964,0.019428048915670383,0.017345901370038195,0.03219631301038763,0.024094342737940318,0.015154054536385096,0.036714188837501875,0.03155295393465596,0.02283005969711506,0.04979163949180601,0.019910013567275214
76,8.3658859855729e-309,1.3192827275443056e-308,1.409546251774143e-308,1.0,2.1141691818569987e-308,1.6519141162247925e-308,1.2402995292784695e-308,1.5225547622033706e-308,1.998139563818605e-308,1.0667037863183247e-308,1.0736705920857434e-308,1.0994520910807544e-308,1.6209968427556563e-308
77,0.013694290736505424,0.030067837338523654,0.023752697915055247,0.489624744772482,0.086243004875307,0.02250570995092717,0.018427781546379637,0.038938772665870605,0.026369883491703935,0.016123260953586446,0.016298925949797705,0.016999329287093662,0.04200774214857286
78,0.0227844698744451,0.06551246792434665,0.037454232572027395,0.0483022514102912,0.06388212176975899,0.045759889026600484,0.03519579736474004,0.05246107445362679,0.04103747747065693,0.030105232205148262,0.0325039722389273,0.025607097463845117,0.07383944664229083
79,0.019092773843312913,0.02155762885947238,0.0250363304902547,0.025625804073307678,0.021829272690577217,0.10845974092148974,0.14685538492861977,0.018395525199700127,0.051731797807419176,0.06529828189646936,0.08270629992642274,0.024472999424383666,0.022297654955122814
80,1.0844983750311956e-308,1.024650192010916e-308,1.1955230484367586e-308,1.1638910331386737e-308,1.0222972170593946e-308,3.299364575967487e-308,1.0,8.748063854119747e-309,2.120181174179806e-308,4.3762772812622047e-308,3.755751357184726e-308,1.4014772312652225e-308,1.0576129716549895e-308
81,0.010892978089895266,0.04715147817914869,0.01648820018649423,0.03455807059330041,0.11496460610487497,0.01699929499436164,0.015159564880480546,0.22540176466942277,0.017220467292753894,0.013014581587906244,0.01394452395125792,0.012353653723656861,0.04574310915798564
82,1.0073002922845326e-308,9.743728073371564e-309,1.0357925647656523e-308,1.040081825305306e-308,9.23531635953782e-309,2.7174414324196233e-308,3.266830282460377e-308,8.265627790460963e-309,1.6498963625195196e-308,2.6681637200011783e-308,1.0,1.1567894495679656e-308,9.49209363986195e-309
83,0.014431085861674032,0.011979214227709615,0.015419297441024217,0.013445225230752126,0.011851256525411136,0.041594208037674066,0.24121000332530057,0.010203087844263275,0.028911703109172956,0.10299347278635707,0.0472440372265957,0.018665985831722465,0.012442988946512362
84,0.01362488697304494,0.4958279986980238,0.01956592860669939,0.02945557032297529,0.06349580431681329,0.01960283796390226,0.018347429077765206,0.06991584426650306,0.019353845089435915,0.016084937906245125,0.017164622819605832,0.014841385080713506,0.07703396774326618
85,8.897588759495204e-309,3.9379366838207426e-308,1.529665978667377e-308,2.3103347345219344e-308,4.658779192631988e-308,1.339943516953335e-308,1.1619369099191813e-308,3.052163915886588e-308,1.3778265412866544e-308,1.0359994529911936e-308,1.026984665323604e-308,1.0035712763403844e-308,1.0
86,7.45613602392454e-309,3.1602338325716477e-308,1.1878564049614453e-308,3.2319920202166244e-308,1.0,1.2176853030753505e-308,1.08117849048242e-308,4.325491813275903e-308,1.2878101299699103e-308,9.166861506500697e-309,9.633656864215004e-309,8.82441277104544e-309,3.902486176322878e-308
87,0.02321412401284851,0.023594201387466887,0.032763649088718004,0.026761305479369807,0.02375545921581155,0.1622744977261314,0.07438803805141929,0.020206128423682437,0.06474572080785629,0.0651309752355529,0.061319244317279246,0.027673327957170143,0.025540603637840307
88,7.22171468095246e-309,1.0,1.0260120446607376e-308,1.516963122090998e-308,3.2108645446807607e-308,1.0549666125059747e-308,9.94509398126159e-309,3.3876510866167787e-308,1.032820965852158e-308,8.66457656934106e-309,9.353651444702123e-309,7.871986889691593e-309,3.860315780942681e-308
89,0.01676454635176039,0.13243049203309937,0.02577871078996501,0.038259333438169535,0.08427701871392126,0.02737972001619669,0.024123441166658082,0.07355015997382534,0.026468190714273507,0.020742907233680115,0.0224344321602186,0.018571483055718686,0.10939296608712955
90,0.03387969037707161,0.03206246005795613,0.14811112642372584,0.0520534179876939,0.042468929574710206,0.04233779157130054,0.030493175882195567,0.03190862844070738,0.056820413836503346,0.030548313895405944,0.026312760407045877,0.04070035364174244,0.05367880466455184
91,0.14118717037787196,0.01944563777977427,0.05503283390421669,0.02323418911752442,0.02051015323131491,0.03987446610578543,0.03142016530389717,0.0172181265384195,0.049891724897692134,0.042273857861073426,0.02814745434740248,0.14186641350448204,0.023502764024473786
92,0.3473891794122977,0.017985047888604843,0.03982621451644415,0.018942594000573448,0.017983279854530073,0.031344841309640006,0.026433733690762455,0.015659160559035105,0.03476267081175926,0.035071250727150796,0.025286815377114472,0.05590485799921641,0.020818833889917534
93,0.015048706746179556,0.3838465655783302,0.021670186844177482,0.034098139343003445,0.07912651405215995,0.02320747981867284,0.021755734117135692,0.07419681767600443,0.022734838968932112,0.01860140781749219,0.020384581929158502,0.016718874304123072,0.08288261265905432
94,0.030689904485084525,0.023456329992366527,0.1576673044689933,0.030394885537320573,0.027566906382385018,0.03464913387321844,0.023423210588456825,0.021813842518683985,0.0458709434340637,0.02478530954699257,0.021067780603072964,0.03279594002763422,0.03514054631101247
95,0.03937218612999769,0.03364682372564209,0.21667811587512958,0.05210834967531985,0.04319142098038396,0.04637101163241293,0.03316474198746856,0.033078396420042566,0.06300591390390621,0.033810482848738,0.028708382236780922,0.04641143337922672,0.05458101794792001
96,1.3679286723619973e-308,1.117073387330944e-308,2.307673797405304e-308,2.009262494844535e-308,1.3291611946554575e-308,5.200587295184244e-308,2.3671569663697194e-308,1.026947285025453e-308,1.0,2.2397226187146694e-308,1.7877677763712486e-308,2.1767289952104316e-308,1.3581777598428756e-308
97,1.0162837003149126e-308,9.76583318527977e-309,1.041865869986848e-308,1.040465608582658e-308,9.250907056027934e-309,2.724663354929575e-308,3.2638353829329856e-308,8.26534482660006e-309,1.6636349663771915e-308,2.7027342068746116e-308,1.0,1.1681805277602835e-308,9.518622109356304e-309
98,0.03285829734844931,0.024465096568320664,0.23595979454432706,0.03688835412360125,0.030126229536956123,0.04402651327596084,0.02823061112181879,0.023268721068359092,0.06698322631368768,0.029599118653577047,0.024342641178812612,0.041503298934733195,0.03620156311584584
99,0.6966073460439572,0.0159166382175455,0.043834844973580325,0.01802531538512732,0.016550801391341075,0.027306887529207784,0.021685306878659445,0.014403979941503456,0.031919274164490904,0.02763843761759969,0.02043276985472475,0.046444586649973044,0.01923381135228944
100,0.010837709823581164,0.010528768314036614,0.012538335265862573,0.012395907814228935,0.010660235044644526,0.03935259834647139,0.5967672493799884,0.009041735923633103,0.023279853057409292,0.04082944293516294,0.03599753690875443,0.01419475095610032,0.011005061910855485
101,1.5065371716017945e-308,9.521884008160655e-309,1.438760323141065e-308,1.0927534192975553e-308,9.48242071485786e-309,3.53745808535437e-308,5.054522845632978e-308,8.15343713739789e-309,2.547135827362628e-308,1.0,3.295244568589588e-308,1.9089067879750107e-308,1.01589481561598e-308
102,0.01135264169789013,0.01467237539413184,0.014540050738965563,0.016270761404518136,0.014314800699564322,0.03871178814567793,0.033720217257314965,0.012467645014418062,0.024013525836571823,0.024984967849946044,0.05482324306058414,0.013495282436295851,0.014103689804459635
103,0.021209079016703193,0.013198797242941084,0.030704497150523917,0.021476263652306135,0.0150573213117879,0.06339881058959951,0.030683858890140296,0.012029170325761465,0.5434410961115689,0.03336496041330246,0.023631330030664775,0.03752042676560342,0.015837763619808966
104,1.426944872365129e-308,1.0825908206755813e-308,2.3358225391473376e-308,1.8982557802017784e-308,1.271168693740871e-308,5.382617037866762e-308,2.381021827080203e-308,9.940125953327356e-309,1.0,2.334711849659275e-308,1.803854903075969e-308,2.314621163357139e-308,1.3111613981503263e-308
105,1.0,7.31616622326275e-309,1.7286407352182154e-308,8.000515519117693e-309,7.444540595308446e-309,1.270714749309131e-308,1.0679547645723665e-308,6.473313346809826e-309,1.4466975784330443e-308,1.3963467397396274e-308,1.006695047702072e-308,2.472222155245226e-308,8.586509726435063e-309
